Time (min),% dissolved,SEM
0,0,0
10,12.81,0.936645854906455
20,22.64,1.40698892130054
30,31.17,1.20093292270343
60,48.62,0.610878577181524
90,60.06,0.389996620979559
150,75.71,0.730350473373991
210,85.59,0.391342731519754
300,95.03,0.936585889046673
